0,top that,Rap,935,1,frederick-velez.com,2005
1,hundred school,Metal,751,2,wright-ramirez.com,2005
2,son store,Rock,721,3,romero-gilbert.com,2019
3,each decision,Hip Hop,664,4,henderson.com,1981
4,past score,Rap,536,5,rogers.com,2011
5,game energy,Heavy Metal,779,6,valdez.biz,1987
6,above along,Rock,575,7,rodriguez-cummings.com,1976
7,ok turn,Pop,983,8,castillo-smith.org,1978
8,health very,Pop,219,9,fischer.com,1996
9,center heart,Soundtrack,842,10,glenn-ball.info,1998
10,race special,Hip Hop,695,11,dickson.info,2016
11,rest special,Country,458,12,doyle-long.com,1988
12,model trade,EDM,930,13,thompson-davis.com,1984
13,win set,EDM,201,14,bullock-patel.biz,1974
14,high let,Rock,652,15,smith.org,1994
15,decision other,Heavy Metal,39,16,hernandez.com,2001
16,for between,Rap,790,17,lopez.com,1994
17,house company,Soundtrack,412,18,gomez.com,1995
18,central daughter,Pop,629,19,fisher.com,1986
19,hot listen,Hip Hop,687,20,stewart-monroe.com,2010
20,something across,Rap,536,21,bell.com,2015
21,ability music,Country,159,22,owens.biz,2012
22,federal between,Soundtrack,114,23,nelson.com,1989
23,although cultural,Rap,401,24,fields.com,1976
24,administration industry,Heavy Metal,703,25,luna.info,1983
25,past probably,Metal,264,26,fleming.net,1990
26,language evidence,Rock,853,27,mendoza.com,2008
27,lay house,Pop,886,28,mitchell.com,1976
28,can center,Soundtrack,936,29,medina.biz,1976
29,wait every,Soundtrack,319,30,campbell-greene.com,1973
30,far toward,EDM,518,31,wright.net,1997
31,least head,Soundtrack,84,32,armstrong.com,2014
32,agreement few,Hip Hop,582,33,kaufman.biz,1986
33,left miss,Heavy Metal,396,34,harmon.com,2018
34,husband American,EDM,898,35,wilson-dunlap.com,2011
35,prepare party,Pop,769,36,olson.com,2020
36,draw television,Country,659,37,dixon-martin.com,2002
37,pattern against,Hip Hop,480,38,wilson-johnson.com,1995
38,call only,Soundtrack,814,39,gonzalez-williams.com,1974
39,interest sea,Hip Hop,138,40,hodges.com,1980
40,Republican we,Rock,986,41,gregory.org,1985
41,weight certain,Pop,221,42,mclaughlin.info,1978
42,bring specific,Hip Hop,709,43,allen-henderson.com,1981
43,company table,EDM,411,44,hudson.com,2008
44,summer must,Soundtrack,951,45,ramirez-sheppard.com,1977
45,today national,Country,959,46,osborn.info,1983
46,land debate,Country,764,47,manning.com,1987
47,prove similar,Heavy Metal,750,48,rivera.com,2006
48,respond myself,Heavy Metal,580,49,hill.com,1984
49,reality decide,Metal,278,50,smith-perez.org,1990
50,cost painting,Heavy Metal,446,51,walters.com,1972
51,kind maybe,EDM,509,52,sanchez.com,1996
52,southern show,Rap,732,53,doyle.biz,1972
53,base yard,Hip Hop,508,54,simpson.com,1979
54,seem thought,Metal,534,55,shepherd.com,1990
55,deal station,Hip Hop,629,56,king.com,1993
56,wear although,Heavy Metal,368,57,rice-santos.com,1998
57,organization pick,Rock,428,58,wright.org,2017
58,treatment everyone,Country,445,59,lewis.com,2010
59,training anyone,Rap,535,60,ramsey-white.biz,1979
60,radio ball,Hip Hop,63,61,hayes-bruce.com,2002
61,stay issue,Soundtrack,975,62,obrien-long.com,1982
62,image all,Country,228,63,clayton.org,2016
63,travel firm,Heavy Metal,816,64,dodson-butler.com,1982
64,similar fund,Pop,386,65,bryant.com,1982
65,design even,EDM,702,66,mcdaniel.org,2013
66,wall across,Heavy Metal,795,67,mack-hardin.org,1995
67,such ball,Soundtrack,488,68,lee.net,1982
68,physical yourself,Metal,528,69,rivera.com,2006
69,quickly fly,Heavy Metal,99,70,bates.com,2009
70,own cost,Country,247,71,barton-garcia.com,1984
71,identify reduce,Rap,269,72,johnson-wilkins.com,1993
72,should car,Metal,602,73,perkins-cantu.com,1974
73,yard according,Hip Hop,527,74,mitchell.com,1975
74,message nature,Soundtrack,845,75,davidson.com,1979
75,figure example,Hip Hop,656,76,waters.net,2002
76,risk run,Soundtrack,884,77,anthony.org,2012
77,may research,Rock,950,78,reed.com,1973
78,national night,Hip Hop,151,79,nelson.com,2018
79,wide move,Rock,237,80,munoz.info,2013
80,spring prepare,Hip Hop,557,81,cohen-greer.biz,2012
81,safe treat,Heavy Metal,513,82,hood.info,1996
82,mouth personal,Rap,43,83,miller.com,2017
83,however police,Soundtrack,525,84,higgins-harris.com,1998
84,citizen entire,Pop,505,85,russo.com,1990
85,indeed worry,EDM,304,86,decker.net,1984
86,parent begin,Hip Hop,618,87,ramsey.com,2008
87,sometimes however,Soundtrack,558,88,walker.com,2003
88,what off,Rap,654,89,mccoy.com,1999
89,true build,Rock,777,90,ingram.com,1982
90,none anyone,Rock,283,91,wade.com,1976
91,officer throw,Rock,76,92,hartman.org,1974
92,decide floor,Metal,450,93,ferguson-cox.com,1975
93,newspaper four,Pop,736,94,kelly-vasquez.com,1983
94,teacher guess,Pop,520,95,frazier-flores.info,1988
95,sit respond,Rap,159,96,preston-greene.com,1970
96,sound science,Hip Hop,674,97,daniel.com,1988
97,fast relationship,Heavy Metal,93,98,davis.com,1988
98,film large,Heavy Metal,567,99,ho-lee.biz,2006
99,company safe,Rap,296,100,floyd-foster.com,2000
100,office leave,Metal,231,101,garcia.com,2009
101,order ready,Heavy Metal,456,102,campbell.com,1996
102,near act,EDM,914,103,norton.biz,1996
103,case identify,Country,662,104,harrison-dunn.com,1989
104,suggest among,Metal,998,105,thomas-kent.com,2003
105,remain voice,Metal,611,106,johnson-hill.com,1986
106,address economy,Rap,323,107,perez.org,1984
107,result course,Heavy Metal,287,108,matthews-levine.com,1984
108,because main,EDM,389,109,franklin.org,1996
109,specific time,Soundtrack,982,110,peterson.biz,1970
110,poor artist,Soundtrack,120,111,ho-jackson.com,1975
111,myself down,Hip Hop,866,112,smith-perez.com,1994
112,adult join,Rap,345,113,wilson.com,1982
113,just cup,Pop,541,114,tate.com,1970
114,today reduce,Rock,307,115,cohen.info,1987
115,risk wish,Hip Hop,229,116,maynard.info,2017
116,such while,Soundtrack,566,117,valentine.com,1985
117,manage including,Metal,855,118,tyler-owens.com,1974
118,behavior walk,Metal,458,119,hamilton.biz,2006
119,meeting television,Rap,375,120,murray.com,1975
120,issue Republican,Rock,326,121,solis-ewing.info,2020
121,care guy,Hip Hop,730,122,mercado.com,1986
122,behavior especially,Pop,407,123,lewis-bautista.com,1984
123,eight create,Hip Hop,629,124,martinez-johnson.com,2002
124,life security,Rap,682,125,benitez.org,1996
125,my again,Rap,852,126,barnes.org,1988
126,anyone stop,Country,662,127,walters-murphy.com,2006
127,reflect pressure,Country,977,128,cole-vazquez.com,1974
128,admit send,Hip Hop,971,129,mitchell-lyons.net,1977
129,meet political,Rap,444,130,patterson.org,1981
130,rock probably,Hip Hop,157,131,torres-gray.com,1979
131,rich research,Country,453,132,clarke.com,2000
132,feeling beyond,Country,707,133,washington.com,1995
133,analysis chair,Metal,663,134,stanley.info,1974
134,suggest never,Hip Hop,594,135,barry.com,2017
135,final spend,Country,521,136,stone-carter.com,2019
136,room general,Metal,599,137,lopez-smith.info,1977
137,about she,Heavy Metal,526,138,lewis.info,1991
138,character charge,Rock,196,139,kennedy-hall.org,1990
139,sister sure,Soundtrack,921,140,morales.com,2016
140,cut politics,Heavy Metal,143,141,barnes-lynch.com,1992
141,about large,Soundtrack,56,142,young-morse.com,1987
142,do simple,Heavy Metal,142,143,harris-reeves.com,1987
143,white evening,Pop,719,144,walter.com,2019
144,should course,Soundtrack,466,145,schmitt-hamilton.net,2007
145,occur hit,Heavy Metal,984,146,hanson-greene.biz,1973
146,within serve,Heavy Metal,108,147,melendez.com,2002
147,quality generation,Heavy Metal,725,148,brown-hubbard.com,2015
148,move table,Soundtrack,423,149,vaughan-gentry.com,2006
149,of bring,Heavy Metal,212,150,williams.com,1996
150,require forget,EDM,96,151,ross-noble.biz,1993
151,contain child,Rock,36,152,castro.net,2004
152,herself yet,Country,795,153,marshall.com,1983
153,only pattern,Soundtrack,347,154,flores-arnold.com,2020
154,agree create,Country,55,155,reid-perez.com,2015
155,mouth these,Metal,179,156,gordon.com,1987
156,recent begin,Rock,841,157,taylor.net,1974
157,letter trial,Pop,267,158,shelton.com,1990
158,method ok,Heavy Metal,757,159,alvarez.net,1993
159,support mouth,Soundtrack,279,160,brown-glover.com,1989
160,do lot,EDM,42,161,carter.com,2011
161,suddenly society,EDM,982,162,johnson-frank.com,1981
162,produce better,Heavy Metal,977,163,gordon-delacruz.info,1971
163,risk federal,EDM,118,164,edwards.net,1981
164,sell attention,Hip Hop,517,165,gibson.com,1995
165,you onto,Heavy Metal,370,166,colon-brown.com,1976
166,travel economic,Rap,915,167,stanley.info,2011
167,maintain matter,Country,214,168,dixon.info,2001
168,appear media,Pop,564,169,bryan.net,1992
169,toward able,Rock,988,170,martin.com,2012
170,other everyone,Metal,668,171,anderson-villegas.net,2012
171,spend spring,Rock,49,172,thomas.info,2019
172,also catch,Country,970,173,downs-brewer.biz,2015
173,should ask,Heavy Metal,931,174,smith.biz,1985
174,staff down,Pop,821,175,coffey-lane.net,2010
175,challenge often,EDM,560,176,mueller-pierce.com,1972
176,card stuff,Metal,440,177,chen-robinson.com,1971
177,behavior audience,Rap,581,178,myers.org,1974
178,push cultural,Rock,932,179,goodwin.com,2009
179,appear keep,Hip Hop,82,180,haley.com,2008
180,able seat,Metal,993,181,phillips-nelson.net,2019
181,start off,EDM,346,182,finley.com,1997
182,outside know,EDM,511,183,cobb.biz,1993
183,discuss history,Pop,980,184,lee-alvarado.com,1983
184,west sign,Hip Hop,40,185,giles-torres.info,2017
185,western concern,Pop,971,186,roberts.com,2003
186,military impact,EDM,364,187,harmon.info,1996
187,find memory,EDM,348,188,garcia.biz,2015
188,inside relate,Rock,735,189,huang-phillips.com,1993
189,current enter,Metal,478,190,ortiz.info,2014
190,head month,Soundtrack,81,191,flores.org,2000
191,those fight,Pop,48,192,bonilla-foster.com,2012
192,people forward,Rock,371,193,nichols.biz,1977
193,notice from,Soundtrack,913,194,lester.org,1995
194,should within,Hip Hop,285,195,vargas.com,2013
195,cut maintain,Pop,36,196,neal.info,2004
196,seem low,Soundtrack,719,197,davis.com,1970
197,citizen hand,Hip Hop,420,198,smith-matthews.com,2012
198,bill great,Hip Hop,885,199,edwards.net,1984
199,live population,Rock,753,200,jones-martinez.biz,2019
200,real fall,Rap,770,201,morton.com,2017
201,large assume,Hip Hop,864,202,wilkins.info,1984
202,contain Democrat,Hip Hop,884,203,parker-martinez.com,2020
203,glass before,Rap,951,204,nunez-baker.net,1985
204,program more,Metal,447,205,moran.com,1974
205,old west,Soundtrack,353,206,jones.com,1970
206,court two,EDM,616,207,evans-martinez.com,2008
207,space traditional,Country,951,208,figueroa.net,1986
208,word final,Hip Hop,562,209,davenport.com,2006
209,like home,Soundtrack,997,210,phillips.biz,1981
210,specific analysis,Hip Hop,791,211,glenn.com,1973
211,situation sure,Pop,42,212,smith.org,1997
212,friend suggest,Soundtrack,715,213,tyler-york.com,1977
213,new attention,Rap,419,214,bell-snyder.com,1972
214,color police,Rap,483,215,villa-green.info,1980
215,history important,Heavy Metal,729,216,dougherty.biz,1995
216,choice site,Rock,118,217,morales-wagner.biz,1993
217,doctor story,Rock,280,218,armstrong.biz,2002
218,three white,Rock,754,219,king.com,2017
219,magazine whom,Soundtrack,641,220,bowen.com,2020
220,today campaign,Rock,314,221,rollins.com,2014
221,red attention,Hip Hop,467,222,reeves.biz,1988
222,will charge,Country,824,223,dougherty.info,1976
223,personal north,Pop,763,224,gray-martin.com,2014
224,figure fact,EDM,381,225,ryan.biz,1992
225,skill sit,Heavy Metal,201,226,deleon.org,1971
226,cause customer,EDM,71,227,moore-weber.com,1979
227,white increase,Country,90,228,ford.biz,1983
228,senior wrong,Pop,384,229,bender.com,1995
229,country should,Rock,332,230,hart.org,2007
230,know son,Soundtrack,289,231,scott.biz,2014
231,cell nor,Soundtrack,941,232,wilkerson.net,2009
232,character weight,Country,315,233,callahan-carey.info,2000
233,husband small,Pop,31,234,fowler.com,1972
234,speak risk,Country,724,235,chapman.com,2004
235,west page,Country,381,236,jordan-williams.com,2004
236,name positive,Hip Hop,395,237,gardner.com,2011
237,use rather,EDM,675,238,hill-ellis.com,2003
238,nation individual,Metal,994,239,perez.com,2017
239,effort claim,EDM,869,240,reid.info,1974
240,consumer player,EDM,872,241,washington-randolph.com,2011
241,little life,Soundtrack,599,242,howard.biz,1988
242,left can,Soundtrack,569,243,singleton-jones.net,1972
243,all economic,Rock,586,244,wheeler.com,1993
244,whose yes,Rock,807,245,davila.com,2015
245,arm while,Metal,587,246,james-frazier.com,2008
246,manager wish,Hip Hop,677,247,navarro.com,1998
247,dinner top,Soundtrack,121,248,phillips.com,1986
248,minute spend,Heavy Metal,223,249,avila-bell.net,1994
249,service source,EDM,403,250,bell.com,2004
250,amount article,Rap,168,251,hanson.com,1994
251,school charge,EDM,311,252,valentine-morris.com,1978
252,return phone,Pop,186,253,roberts.org,2013
253,happen follow,Metal,646,254,moreno.com,1978
254,early four,Rap,336,255,bailey.com,2011
255,Mrs already,EDM,777,256,campbell.com,1982
256,world information,Pop,659,257,allen.info,2013
257,during system,Hip Hop,697,258,meadows.com,1979
258,authority whether,Heavy Metal,147,259,carr-payne.biz,2009
259,its exactly,Pop,48,260,morgan.com,1980
260,action for,Hip Hop,653,261,woodard.biz,1976
261,organization we,Rap,999,262,perry.biz,1977
262,same still,Metal,773,263,mcbride-stewart.com,2014
263,give month,Soundtrack,339,264,cooley.biz,1992
264,represent campaign,Hip Hop,220,265,small-rogers.com,1985
265,ground guess,Hip Hop,188,266,johnson.net,1997
266,break positive,Metal,414,267,singh-williams.com,2003
267,see begin,Heavy Metal,767,268,gibbs-thomas.biz,1972
268,eye game,Metal,421,269,boone.com,1987
269,meeting statement,Metal,976,270,booth.com,2010
270,piece interesting,Heavy Metal,319,271,reynolds.net,2020
271,western protect,EDM,223,272,wolf.com,1992
272,well national,Metal,319,273,olson.com,2005
273,prevent economy,Heavy Metal,242,274,baker.com,2002
274,admit measure,Rap,122,275,smith-gonzalez.com,1986
275,term that,Metal,274,276,novak.com,1993
276,ready same,Pop,114,277,welch.net,2019
277,American should,Soundtrack,690,278,brown.org,2006
278,computer hard,Hip Hop,78,279,harper-bullock.com,1988
279,beyond seem,Pop,442,280,gonzales-contreras.com,2001
280,sea dream,Soundtrack,884,281,anderson-parsons.com,1983
281,worker image,Metal,322,282,aguirre.com,2010
282,as human,Hip Hop,609,283,hall.info,1999
283,professional right,Rock,550,284,lee.info,1977
284,question bit,Rock,874,285,williams.net,1991
285,buy in,Soundtrack,654,286,sullivan.biz,1990
286,wonder rise,Hip Hop,419,287,smith.net,2006
287,brother focus,Rap,851,288,hickman.com,1980
288,away anything,Pop,723,289,krueger-sutton.info,2003
289,it area,Country,595,290,smith.com,2002
290,involve reality,Country,827,291,stewart.com,1990
291,threat national,Rap,521,292,hendrix.com,1973
292,soon determine,Rap,268,293,edwards.com,2016
293,possible alone,EDM,531,294,williams.net,1983
294,appear challenge,Soundtrack,490,295,wiley.com,1975
295,detail though,Country,426,296,hoffman.com,2000
296,yard identify,Rock,95,297,jenkins.com,1993
297,line source,Rock,830,298,rivera.org,1994
298,him answer,Hip Hop,60,299,fitzgerald.com,1992
299,wish move,Rock,318,300,hubbard.com,1980
300,idea surface,Country,251,301,vasquez-perkins.com,2001
301,support record,Metal,837,302,davila.biz,2005
302,to business,Rap,789,303,taylor.com,2011
303,middle maybe,Metal,162,304,gonzalez.org,1985
304,add measure,Country,453,305,myers-logan.info,2013
305,ago region,Hip Hop,41,306,cummings.org,1990
306,Mrs sit,Hip Hop,112,307,wilson.com,1977
307,in according,Hip Hop,616,308,fisher.org,2013
308,end idea,Pop,343,309,smith.com,2015
309,could beat,Hip Hop,259,310,williams-carter.info,2019
310,contain agency,Pop,500,311,hines-nguyen.org,2017
311,figure cultural,Heavy Metal,494,312,melendez.com,1995
312,family easy,Metal,251,313,davis-navarro.info,1970
313,laugh his,Rap,931,314,hardy-bowers.com,2016
314,more teacher,EDM,877,315,shepherd.com,1979
315,final realize,Rock,577,316,johnson-barron.com,1991
316,task hit,EDM,449,317,west.org,1991
317,pay of,Country,876,318,mcgee.com,1993
318,evening difficult,Hip Hop,758,319,kelly.com,2011
319,voice stay,Country,858,320,murillo-daniels.info,2011
320,down program,Metal,147,321,smith.com,1972
321,far purpose,EDM,224,322,wolf.com,2003
322,sister fund,Country,175,323,burgess.com,1984
323,form word,Country,915,324,cobb-lambert.com,1977
324,charge less,Country,69,325,smith-saunders.com,1990
325,report best,Metal,462,326,cole-becker.com,1979
326,impact minute,Rap,514,327,smith.com,1985
327,mission song,Rock,703,328,whitaker-carroll.com,2014
328,be reach,Soundtrack,534,329,dyer.com,1983
329,responsibility provide,Hip Hop,993,330,carter-wilson.net,1998
330,size voice,Metal,430,331,perez.com,1973
331,sure property,Hip Hop,959,332,baker.com,2002
332,training upon,Rock,306,333,espinoza.net,2013
333,PM arrive,Rap,908,334,lee.net,1982
334,natural go,Pop,623,335,bowman-vargas.com,1992
335,while only,Pop,36,336,jones-webster.com,1989
336,include final,Heavy Metal,296,337,williams-chavez.com,2013
337,wait remain,Pop,850,338,nichols.info,2018
338,better experience,Rap,46,339,reilly.com,2016
339,establish show,Pop,683,340,clark.net,1976
340,despite many,EDM,106,341,jones-smith.com,1976
341,life only,Hip Hop,866,342,jenkins.com,2001
342,enter official,Pop,251,343,scott.com,1988
343,list water,Country,339,344,baird-davis.com,1973
344,season occur,Rock,765,345,bowen.org,1984
345,friend care,Hip Hop,595,346,smith.info,1970
346,hundred add,EDM,999,347,kline-bryan.com,2006
347,case edge,Soundtrack,60,348,krueger.info,2015
348,allow garden,Metal,771,349,perez-rodriguez.com,2004
349,task since,EDM,926,350,valdez.com,1999
350,traditional less,Soundtrack,737,351,mason-martinez.com,2016
351,top attention,Soundtrack,460,352,acosta.biz,2010
352,pick difficult,Hip Hop,455,353,frank-patterson.com,2018
353,baby budget,Rap,976,354,murphy.info,1979
354,which listen,Pop,299,355,valentine.info,1992
355,president type,Country,217,356,campbell.com,1983
356,admit nothing,Country,471,357,arnold.info,2005
357,recent arrive,EDM,935,358,gross-moran.biz,1977
358,break control,EDM,808,359,mercado.com,1985
359,east population,Hip Hop,110,360,campos-hayes.com,2020
360,until standard,Heavy Metal,259,361,delacruz.com,2008
361,party detail,Heavy Metal,343,362,miller-smith.info,1974
362,pull thought,Metal,553,363,waller.com,1992
363,bar buy,Rap,589,364,powell.net,2017
364,hear low,Heavy Metal,918,365,ramirez-taylor.com,2001
365,every business,EDM,453,366,stout.org,2017
366,film from,Heavy Metal,819,367,glover-hanson.com,1992
367,wear man,Pop,863,368,branch.com,1983
368,black firm,Pop,118,369,smith-hurley.com,1991
369,maintain thousand,Pop,1000,370,reynolds.com,1971
370,simple conference,Soundtrack,666,371,perez-daniels.info,1988
371,production notice,Hip Hop,67,372,valenzuela-mcdonald.info,1971
372,such rate,EDM,850,373,gibson.com,1998
373,her particular,Country,995,374,medina.info,1980
374,similar choice,Hip Hop,512,375,adams.com,2012
375,return common,Pop,650,376,smith.com,1999
376,stock fund,Country,405,377,johnson-mcdaniel.com,1987
377,whatever defense,Heavy Metal,858,378,shepherd-wallace.com,1984
378,field Congress,Rock,998,379,hall.com,1985
379,we doctor,Metal,80,380,johnson-odonnell.com,1993
380,man century,Heavy Metal,718,381,compton.com,1998
381,free tend,Soundtrack,365,382,thompson-rollins.com,1984
382,garden it,Hip Hop,319,383,stevens.org,2010
383,although ok,Rap,909,384,reed-mccarthy.com,1988
384,according form,Rock,698,385,smith.biz,1972
385,choice know,Soundtrack,479,386,costa.com,1970
386,wonder may,EDM,204,387,torres.com,1991
387,office sort,Rock,135,388,thompson.com,2016
388,star task,Country,859,389,garrison.com,2016
389,stage line,Country,617,390,lambert-harris.com,2020
390,fund enjoy,EDM,422,391,alexander-wright.net,1981
391,professor address,Rock,585,392,rivera.com,2006
392,rise guess,Hip Hop,909,393,newman.com,2000
393,table rest,Pop,271,394,wallace-scott.com,1994
394,they market,EDM,275,395,padilla-kerr.com,1996
395,throughout single,Pop,340,396,smith.com,1993
396,third adult,Rap,536,397,gonzalez.com,1987
397,capital popular,Pop,763,398,tran.info,1972
398,term back,Rock,659,399,lopez-peterson.com,1980
399,run continue,Country,219,400,garrett.com,2007
400,career serve,Country,266,401,hicks.com,2019
401,avoid get,Hip Hop,533,402,finley.biz,2005
402,human bring,Heavy Metal,129,403,jensen.com,2010
403,parent also,Country,649,404,russell.info,2004
404,account happen,Soundtrack,406,405,sanders-johnson.com,1994
405,indicate since,Hip Hop,624,406,lucas.net,1973
406,treatment growth,Country,283,407,morrison.com,2019
407,foot policy,Heavy Metal,46,408,alvarez.com,1993
408,most arm,Rock,132,409,conrad.info,1987
409,right it,Rock,204,410,barker.org,1982
410,produce ok,Hip Hop,683,411,sims.com,2019
411,energy expect,Rock,850,412,townsend-smith.com,1976
412,my spring,Rock,196,413,welch.com,1998
413,move particular,Heavy Metal,143,414,gonzalez.com,1970
414,garden section,Rap,267,415,phillips.biz,1981
415,subject would,Hip Hop,771,416,johnson.org,1974
416,court likely,Pop,970,417,paul.com,2019
417,necessary fund,Heavy Metal,486,418,johnson.com,1975
418,show morning,Pop,899,419,mitchell.info,1985
419,interview big,Heavy Metal,511,420,murray.info,1972
420,position since,Hip Hop,641,421,mcdaniel-randolph.com,2003
421,billion care,Metal,884,422,stevens-anderson.com,2012
422,structure entire,Pop,780,423,alexander-rodriguez.info,1973
423,nice pressure,Soundtrack,641,424,jackson-sweeney.com,1986
424,pick my,EDM,789,425,wilson.com,1981
425,entire real,EDM,277,426,miller.com,1998
426,ahead cut,Metal,746,427,zimmerman-ortiz.com,1972
427,morning present,Country,531,428,schultz-young.net,2014
428,yard newspaper,Pop,493,429,hanson.org,1989
429,true painting,Pop,241,430,morales-ford.org,1998
430,real oil,Soundtrack,830,431,sanchez.com,1988
431,risk article,Pop,760,432,haas.com,1990
432,job cost,Rap,432,433,thompson.com,2004
433,young will,Metal,255,434,matthews.com,1977
434,more daughter,Soundtrack,938,435,erickson-rivera.com,1971
435,positive today,Hip Hop,522,436,mckinney.com,2013
436,key language,Rock,175,437,hendricks.com,1974
437,fish take,Rock,964,438,thompson.org,2012
438,sometimes marriage,EDM,190,439,calderon.com,2017
439,significant actually,Heavy Metal,46,440,butler-johnson.com,2000
440,step course,Heavy Metal,884,441,lee-adams.org,1991
441,sort store,Metal,505,442,taylor.com,2003
442,feeling word,Hip Hop,48,443,willis-mcpherson.com,1985
443,start every,Heavy Metal,864,444,lutz.com,1981
444,level computer,Rock,471,445,duran.org,1977
445,beautiful effort,Heavy Metal,472,446,bailey.com,1997
446,instead course,Soundtrack,481,447,scott.com,1999
447,collection just,Country,508,448,maddox-norris.info,2019
448,change sure,Pop,464,449,williams.com,2018
449,however while,Hip Hop,168,450,velazquez-hernandez.biz,1982
450,store activity,Heavy Metal,659,451,flores.biz,1975
451,year research,Hip Hop,647,452,johnson.com,2005
452,cost woman,Rock,154,453,cannon.biz,1999
453,spend line,Soundtrack,385,454,sullivan.net,2008
454,effect success,Rock,781,455,sims.com,2004
455,people record,Rock,176,456,carter-kelly.net,2005
456,bar part,Heavy Metal,586,457,craig-goodman.org,2005
457,expect check,Rap,588,458,lamb-king.com,2004
458,career yourself,Hip Hop,693,459,fletcher-booth.com,1980
459,institution west,EDM,247,460,watkins-harris.biz,1974
460,security talk,Metal,556,461,smith-smith.com,1992
461,do professional,Country,632,462,chavez.com,2014
462,dream relationship,Rap,322,463,miller.info,2010
463,friend its,Hip Hop,526,464,jones-davis.com,2010
464,anything culture,Pop,378,465,jones.com,1978
465,social join,Pop,586,466,campbell-pugh.com,2008
466,sound catch,Soundtrack,800,467,fox.com,2003
467,current feeling,Pop,316,468,carroll-allen.com,2008
468,raise back,Rap,440,469,sutton.com,2008
469,sometimes voice,EDM,611,470,hunter.info,2005
470,husband today,Pop,294,471,brown.org,1988
471,program society,Heavy Metal,564,472,richardson.org,2019
472,different decade,Rap,783,473,smith.com,2017
473,season campaign,Soundtrack,454,474,aguilar-delgado.com,1994
474,prove become,Rock,561,475,montoya.com,1990
475,single change,Rock,45,476,cruz-brown.biz,2009
476,member level,Hip Hop,414,477,huang.com,2005
477,feel phone,Metal,462,478,thompson.org,1973
478,this own,Soundtrack,940,479,navarro.info,1997
479,capital exist,EDM,985,480,ramos.com,1997
480,class understand,Rap,521,481,turner.com,1995
481,course agent,Rap,733,482,morris-jordan.info,1996
482,among the,Country,697,483,crosby.biz,1982
483,allow cause,EDM,416,484,hicks.biz,1986
484,cut Mrs,EDM,664,485,taylor.com,1991
485,easy discussion,Soundtrack,892,486,pratt.org,1987
486,concern of,Rap,116,487,barrett.com,1980
487,more peace,Soundtrack,237,488,nash-webb.net,1995
488,strategy collection,Country,756,489,smith.com,1998
489,mention or,Hip Hop,983,490,stafford.info,2000
490,determine film,EDM,886,491,cuevas-jackson.com,2001
491,current country,Rap,380,492,blake.com,2017
492,between series,Metal,812,493,davenport-bartlett.com,1973
493,away add,EDM,233,494,reed.com,1970
494,second wear,Hip Hop,764,495,rivera-miller.com,2017
495,matter soon,Hip Hop,488,496,harrison.org,2006
496,source story,Heavy Metal,461,497,mitchell.com,1974
497,chance break,Metal,996,498,henry.com,1994
